code_1c,description,print_name,sku,reference,group,item_type,vat_rate,uom,hs_code
00-00001281,"Locking Screw 3.5mm, 30mm Ti","Locking Screw 3.5mm, 30mm Ti",BO.168.30.T,"Locking Screw 3.5mm, 30mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001282,"Locking Screw 3.5mm, 32mm Ti","Locking Screw 3.5mm, 32mm Ti",BO.168.32.T,"Locking Screw 3.5mm, 32mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001283,"Locking Screw 3.5mm, 34mm Ti","Locking Screw 3.5mm, 34mm Ti",BO.168.34.T,"Locking Screw 3.5mm, 34mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001284,"Locking Screw 3.5mm, 36mm Ti","Locking Screw 3.5mm, 36mm Ti",BO.168.36.T,"Locking Screw 3.5mm, 36mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001285,"Locking Screw 3.5mm, 38mm Ti","Locking Screw 3.5mm, 38mm Ti",BO.168.38.T,"Locking Screw 3.5mm, 38mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001286,"Locking Screw 3.5mm, 40mm Ti","Locking Screw 3.5mm, 40mm Ti",BO.168.40.T,"Locking Screw 3.5mm, 40mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001287,"Locking Screw 3.5mm, 42mm Ti","Locking Screw 3.5mm, 42mm Ti",BO.168.42.T,"Locking Screw 3.5mm, 42mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001288,"Locking Screw 3.5mm, 44mm Ti","Locking Screw 3.5mm, 44mm Ti",BO.168.44.T,"Locking Screw 3.5mm, 44mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001289,"Locking Screw 3.5mm, 46mm Ti","Locking Screw 3.5mm, 46mm Ti",BO.168.46.T,"Locking Screw 3.5mm, 46mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001290,"Locking Screw 3.5mm, 48mm Ti","Locking Screw 3.5mm, 48mm Ti",BO.168.48.T,"Locking Screw 3.5mm, 48mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001291,"Locking Screw 3.5mm, 50mm Ti","Locking Screw 3.5mm, 50mm Ti",BO.168.50.T,"Locking Screw 3.5mm, 50mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001292,"Locking Screw 3.5mm, 52mm Ti","Locking Screw 3.5mm, 52mm Ti",BO.168.52.T,"Locking Screw 3.5mm, 52mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001293,"Locking Screw 3.5mm, 54mm Ti","Locking Screw 3.5mm, 54mm Ti",BO.168.54.T,"Locking Screw 3.5mm, 54mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001294,"Locking Screw 3.5mm, 56mm Ti","Locking Screw 3.5mm, 56mm Ti",BO.168.56.T,"Locking Screw 3.5mm, 56mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001295,"Locking Screw 3.5mm, 58mm Ti","Locking Screw 3.5mm, 58mm Ti",BO.168.58.T,"Locking Screw 3.5mm, 58mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001296,"Locking Screw 3.5mm, 60mm Ti","Locking Screw 3.5mm, 60mm Ti",BO.168.60.T,"Locking Screw 3.5mm, 60mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001365,"Locking Screw Dia 3.5mm,14mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,14mm (Cancellous 14TPI Thread) Ti",BO.9929.14.T,"Locking Screw Dia 3.5mm,14mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001366,"Locking Screw Dia 3.5mm,16mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,16mm (Cancellous 14TPI Thread) Ti",BO.9929.16.T,"Locking Screw Dia 3.5mm,16mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001367,"Locking Screw Dia 3.5mm,18mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,18mm (Cancellous 14TPI Thread) Ti",BO.9929.18.T,"Locking Screw Dia 3.5mm,18mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001368,"Locking Screw Dia 3.5mm,30mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,30mm (Cancellous 14TPI Thread) Ti",BO.9929.30.T,"Locking Screw Dia 3.5mm,30mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001369,"Locking Screw Dia 3.5mm,32mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,32mm (Cancellous 14TPI Thread) Ti",BO.9929.32.T,"Locking Screw Dia 3.5mm,32mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001370,"Locking Screw Dia 3.5mm,36mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,36mm (Cancellous 14TPI Thread) Ti",BO.9929.36.T,"Locking Screw Dia 3.5mm,36mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001371,"Locking Screw Dia 3.5mm,38mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,38mm (Cancellous 14TPI Thread) Ti",BO.9929.38.T,"Locking Screw Dia 3.5mm,38mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001372,"Locking Screw Dia 3.5mm,40mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,40mm (Cancellous 14TPI Thread) Ti",BO.9929.40.T,"Locking Screw Dia 3.5mm,40mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001373,"Locking Screw Dia 3.5mm,42mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,42mm (Cancellous 14TPI Thread) Ti",BO.9929.42.T,"Locking Screw Dia 3.5mm,42mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001374,"Locking Screw Dia 3.5mm,44mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,44mm (Cancellous 14TPI Thread) Ti",BO.9929.44.T,"Locking Screw Dia 3.5mm,44mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001375,"Locking Screw Dia 3.5mm,48mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,48mm (Cancellous 14TPI Thread) Ti",BO.9929.48.T,"Locking Screw Dia 3.5mm,48mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001376,"Locking Screw Dia 3.5mm,50mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,50mm (Cancellous 14TPI Thread) Ti",BO.9929.50.T,"Locking Screw Dia 3.5mm,50mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001377,"Locking Screw Dia 3.5mm,54mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,54mm (Cancellous 14TPI Thread) Ti",BO.9929.54.T,"Locking Screw Dia 3.5mm,54mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001378,"Locking Screw Dia 3.5mm,58mm (Cancellous 14TPI Thread) Ti","Locking Screw Dia 3.5mm,58mm (Cancellous 14TPI Thread) Ti",BO.9929.58.T,"Locking Screw Dia 3.5mm,58mm (Cancellous 14TPI Thread) Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001352,"Locking screw cancellous 4,0mm, 20mm Ti","Locking screw cancellous 4,0mm, 20mm Ti",BO.170.20.T,"Locking screw cancellous 4,0mm, 20mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001353,"Locking screw cancellous 4,0mm, 25mm Ti","Locking screw cancellous 4,0mm, 25mm Ti",BO.170.25.T,"Locking screw cancellous 4,0mm, 25mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001354,"Locking screw cancellous 4,0mm, 30mm Ti","Locking screw cancellous 4,0mm, 30mm Ti",BO.170.30.T,"Locking screw cancellous 4,0mm, 30mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001355,"Locking screw cancellous 4,0mm, 35mm Ti","Locking screw cancellous 4,0mm, 35mm Ti",BO.170.35.T,"Locking screw cancellous 4,0mm, 35mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001356,"Locking screw cancellous 4,0mm, 40mm Ti","Locking screw cancellous 4,0mm, 40mm Ti",BO.170.40.T,"Locking screw cancellous 4,0mm, 40mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001357,"Locking screw cancellous 4,0mm, 45mm Ti","Locking screw cancellous 4,0mm, 45mm Ti",BO.170.45.T,"Locking screw cancellous 4,0mm, 45mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001358,"Locking screw cancellous 4,0mm, 50mm Ti","Locking screw cancellous 4,0mm, 50mm Ti",BO.170.50.T,"Locking screw cancellous 4,0mm, 50mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001359,"Locking screw cancellous 4,0mm, 55mm Ti","Locking screw cancellous 4,0mm, 55mm Ti",BO.170.55.T,"Locking screw cancellous 4,0mm, 55mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001360,"Locking screw cancellous 4,0mm, 60mm Ti","Locking screw cancellous 4,0mm, 60mm Ti",BO.170.60.T,"Locking screw cancellous 4,0mm, 60mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001361,"Locking screw cancellous 4,0mm, 65mm Ti","Locking screw cancellous 4,0mm, 65mm Ti",BO.170.65.T,"Locking screw cancellous 4,0mm, 65mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001362,"Locking screw cancellous 4,0mm, 70mm Ti","Locking screw cancellous 4,0mm, 70mm Ti",BO.170.70.T,"Locking screw cancellous 4,0mm, 70mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001363,"Locking screw cancellous 4,0mm, 75mm Ti","Locking screw cancellous 4,0mm, 75mm Ti",BO.170.75.T,"Locking screw cancellous 4,0mm, 75mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001364,"Locking screw cancellous 4,0mm, 80mm Ti","Locking screw cancellous 4,0mm, 80mm Ti",BO.170.80.T,"Locking screw cancellous 4,0mm, 80mm Ti",Screws,Հատ,Без НДС,հատ,9021
00-00001214,"Distal Fibula Locking Plate 3.5mm, 4h  S.S.","Distal Fibula Locking Plate 3.5mm, 4h  S.S.",BO.269.4.S,"Distal Fibula Locking Plate 3.5mm, 4h  S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001215,"Distal Fibula Locking Plate 3.5mm, 6h  S.S.","Distal Fibula Locking Plate 3.5mm, 6h  S.S.",BO.269.6.S,"Distal Fibula Locking Plate 3.5mm, 6h  S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001216,"Distal Fibula Locking Plate 3.5mm, 8h  S.S.","Distal Fibula Locking Plate 3.5mm, 8h  S.S.",BO.269.8.S,"Distal Fibula Locking Plate 3.5mm, 8h  S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001213,"Distal Fibula Locking Plate 3.5mm, 10h  S.S.","Distal Fibula Locking Plate 3.5mm, 10h  S.S.",BO.269.10.S,"Distal Fibula Locking Plate 3.5mm, 10h  S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001482,"Reconstruction Locking Plate Dynamic hole 3,5mm, 5h S.S.","Reconstruction Locking Plate Dynamic hole 3,5mm, 5h S.S.",BO.9912.5.S,"Reconstruction Locking Plate Dynamic hole 3,5mm, 5h S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001483,"Reconstruction Locking Plate Dynamic hole 3,5mm, 7h S.S.","Reconstruction Locking Plate Dynamic hole 3,5mm, 7h S.S.",BO.9912.7.S,"Reconstruction Locking Plate Dynamic hole 3,5mm, 7h S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001484,"Reconstruction Locking Plate Dynamic hole 3,5mm, 9h S.S.","Reconstruction Locking Plate Dynamic hole 3,5mm, 9h S.S.",BO.9912.9.S,"Reconstruction Locking Plate Dynamic hole 3,5mm, 9h S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001479,"Reconstruction Locking Plate Dynamic hole 3,5mm, 11h S.S.","Reconstruction Locking Plate Dynamic hole 3,5mm, 11h S.S.",BO.9912.11.S,"Reconstruction Locking Plate Dynamic hole 3,5mm, 11h S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001480,"Reconstruction Locking Plate Dynamic hole 3,5mm, 12h S.S.","Reconstruction Locking Plate Dynamic hole 3,5mm, 12h S.S.",BO.9912.12.S,"Reconstruction Locking Plate Dynamic hole 3,5mm, 12h S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001481,"Reconstruction Locking Plate Dynamic hole 3,5mm, 14h S.S.","Reconstruction Locking Plate Dynamic hole 3,5mm, 14h S.S.",BO.9912.14.S,"Reconstruction Locking Plate Dynamic hole 3,5mm, 14h S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001184,Clavicle locking plate 4h L S.S.,Clavicle locking plate 4h L S.S.,BO.9928.L.04.S,Clavicle locking plate 4h L S.S.,Plates,Հատ,Без НДС,հատ,9021
00-00001186,Clavicle locking plate 6h L S.S.,Clavicle locking plate 6h L S.S.,BO.9928.L.06.S,Clavicle locking plate 6h L S.S.,Plates,Հատ,Без НДС,հատ,9021
00-00001188,Clavicle locking plate 8h L S.S.,Clavicle locking plate 8h L S.S.,BO.9928.L.08.S,Clavicle locking plate 8h L S.S.,Plates,Հատ,Без НДС,հատ,9021
00-00001185,Clavicle locking plate 4h R S.S.,Clavicle locking plate 4h R S.S.,BO.9928.R.04.S,Clavicle locking plate 4h R S.S.,Plates,Հատ,Без НДС,հատ,9021
00-00001187,Clavicle locking plate 6h R S.S.,Clavicle locking plate 6h R S.S.,BO.9928.R.06.S,Clavicle locking plate 6h R S.S.,Plates,Հատ,Без НДС,հատ,9021
00-00001189,Clavicle locking plate 8h R S.S.,Clavicle locking plate 8h R S.S.,BO.9928.R.08.S,Clavicle locking plate 8h R S.S.,Plates,Հատ,Без НДС,հատ,9021
00-00001175,"Clavicle locking  plate - II LCP, 6h L S.S.","Clavicle locking  plate - II LCP, 6h L S.S.",BO.01.9928.L.06.S,"Clavicle locking  plate - II LCP, 6h L S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001177,"Clavicle locking  plate - II LCP, 8h L S.S.","Clavicle locking  plate - II LCP, 8h L S.S.",BO.01.9928.L.08.S,"Clavicle locking  plate - II LCP, 8h L S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001173,"Clavicle locking  plate - II LCP, 10h L S.S.","Clavicle locking  plate - II LCP, 10h L S.S.",BO.01.9928.L.10.S,"Clavicle locking  plate - II LCP, 10h L S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001176,"Clavicle locking  plate - II LCP, 6h R S.S.","Clavicle locking  plate - II LCP, 6h R S.S.",BO.01.9928.R.06.S,"Clavicle locking  plate - II LCP, 6h R S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001178,"Clavicle locking  plate - II LCP, 8h R S.S.","Clavicle locking  plate - II LCP, 8h R S.S.",BO.01.9928.R.08.S,"Clavicle locking  plate - II LCP, 8h R S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001174,"Clavicle locking  plate - II LCP, 10h R S.S.","Clavicle locking  plate - II LCP, 10h R S.S.",BO.01.9928.R.10.S,"Clavicle locking  plate - II LCP, 10h R S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001428,Medial Distal Tibia Locking Plate 5h L S.S,Medial Distal Tibia Locking Plate 5h L S.S,BO.9909.5.L,Medial Distal Tibia Locking Plate 5h L S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001430,Medial Distal Tibia Locking Plate 7h L S.S,Medial Distal Tibia Locking Plate 7h L S.S,BO.9909.7.L,Medial Distal Tibia Locking Plate 7h L S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001432,Medial Distal Tibia Locking Plate 9h L S.S,Medial Distal Tibia Locking Plate 9h L S.S,BO.9909.9.L,Medial Distal Tibia Locking Plate 9h L S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001422,Medial Distal Tibia Locking Plate 11h L S.S,Medial Distal Tibia Locking Plate 11h L S.S,BO.9909.11.L,Medial Distal Tibia Locking Plate 11h L S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001424,Medial Distal Tibia Locking Plate 13h L S.S,Medial Distal Tibia Locking Plate 13h L S.S,BO.9909.13.L,Medial Distal Tibia Locking Plate 13h L S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001426,Medial Distal Tibia Locking Plate 15h L S.S,Medial Distal Tibia Locking Plate 15h L S.S,BO.9909.15.L,Medial Distal Tibia Locking Plate 15h L S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001429,Medial Distal Tibia Locking Plate 5h R S.S,Medial Distal Tibia Locking Plate 5h R S.S,BO.9909.5.R,Medial Distal Tibia Locking Plate 5h R S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001431,Medial Distal Tibia Locking Plate 7h R S.S,Medial Distal Tibia Locking Plate 7h R S.S,BO.9909.7.R,Medial Distal Tibia Locking Plate 7h R S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001433,Medial Distal Tibia Locking Plate 9h R S.S,Medial Distal Tibia Locking Plate 9h R S.S,BO.9909.9.R,Medial Distal Tibia Locking Plate 9h R S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001423,Medial Distal Tibia Locking Plate 11h R S.S,Medial Distal Tibia Locking Plate 11h R S.S,BO.9909.11.R,Medial Distal Tibia Locking Plate 11h R S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001425,Medial Distal Tibia Locking Plate 13h R S.S,Medial Distal Tibia Locking Plate 13h R S.S,BO.9909.13.R,Medial Distal Tibia Locking Plate 13h R S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001427,Medial Distal Tibia Locking Plate 15h R S.S,Medial Distal Tibia Locking Plate 15h R S.S,BO.9909.15.R,Medial Distal Tibia Locking Plate 15h R S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001151,"Calcaneal LCP 3.5mm, 75mm R S.S.","Calcaneal LCP 3.5mm, 75mm R S.S.",BO.9940.75.R.S,"Calcaneal LCP 3.5mm, 75mm R S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001149,"Calcaneal LCP 3.5mm, 70mm R S.S.","Calcaneal LCP 3.5mm, 70mm R S.S.",BO.9940.75.R.S,"Calcaneal LCP 3.5mm, 70mm R S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001150,"Calcaneal LCP 3.5mm, 75mm L S.S.","Calcaneal LCP 3.5mm, 75mm L S.S.",BO.9940.75.L.S,"Calcaneal LCP 3.5mm, 75mm L S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001148,"Calcaneal LCP 3.5mm, 70mm L S.S.","Calcaneal LCP 3.5mm, 70mm L S.S.",BO.9940.75.L.S,"Calcaneal LCP 3.5mm, 70mm L S.S.",Plates,Հատ,Без НДС,հատ,9021
00-00001437,Proximal humerus LCP PHILOS (long dynamic hole) 3h S.S ,Proximal humerus LCP PHILOS (long dynamic hole) 3h S.S ,BO.01.156.03.S,Proximal humerus LCP PHILOS (long dynamic hole) 3h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001438,Proximal humerus LCP PHILOS (long dynamic hole) 4h S.S ,Proximal humerus LCP PHILOS (long dynamic hole) 4h S.S ,BO.01.156.04.S,Proximal humerus LCP PHILOS (long dynamic hole) 4h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001439,Proximal humerus LCP PHILOS (long dynamic hole) 5h S.S ,Proximal humerus LCP PHILOS (long dynamic hole) 5h S.S ,BO.01.156.05.S,Proximal humerus LCP PHILOS (long dynamic hole) 5h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001440,Proximal humerus LCP PHILOS (long dynamic hole) 6h S.S ,Proximal humerus LCP PHILOS (long dynamic hole) 6h S.S ,BO.01.156.06.S,Proximal humerus LCP PHILOS (long dynamic hole) 6h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001441,Proximal humerus LCP PHILOS (long dynamic hole) 7h S.S ,Proximal humerus LCP PHILOS (long dynamic hole) 7h S.S ,BO.01.156.07.S,Proximal humerus LCP PHILOS (long dynamic hole) 7h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001442,Proximal humerus LCP PHILOS (long dynamic hole) 8h S.S ,Proximal humerus LCP PHILOS (long dynamic hole) 8h S.S ,BO.01.156.08.S,Proximal humerus LCP PHILOS (long dynamic hole) 8h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001443,Proximal humerus LCP PHILOS (long dynamic hole) 9h S.S ,Proximal humerus LCP PHILOS (long dynamic hole) 9h S.S ,BO.01.156.09.S,Proximal humerus LCP PHILOS (long dynamic hole) 9h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001434,Proximal humerus LCP PHILOS (long dynamic hole) 10h S.S ,Proximal humerus LCP PHILOS (long dynamic hole) 10h S.S ,BO.01.156.10.S,Proximal humerus LCP PHILOS (long dynamic hole) 10h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001435,Proximal humerus LCP PHILOS (long dynamic hole) 12h S.S ,Proximal humerus LCP PHILOS (long dynamic hole) 12h S.S ,BO.01.156.12.S,Proximal humerus LCP PHILOS (long dynamic hole) 12h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001436,Proximal humerus LCP PHILOS (long dynamic hole) 13h S.S ,Proximal humerus LCP PHILOS (long dynamic hole) 13h S.S ,BO.01.156.13.S,Proximal humerus LCP PHILOS (long dynamic hole) 13h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001449,Proximal humerus LCP PHILOS (small dynamic hole) 3h S.S ,Proximal humerus LCP PHILOS (small dynamic hole) 3h S.S ,BO.02.156.03.S,Proximal humerus LCP PHILOS (small dynamic hole) 3h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001451,Proximal humerus LCP PHILOS (small dynamic hole) 4h S.S ,Proximal humerus LCP PHILOS (small dynamic hole) 4h S.S ,BO.02.156.04.S,Proximal humerus LCP PHILOS (small dynamic hole) 4h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001453,Proximal humerus LCP PHILOS (small dynamic hole) 5h S.S ,Proximal humerus LCP PHILOS (small dynamic hole) 5h S.S ,BO.02.156.05.S,Proximal humerus LCP PHILOS (small dynamic hole) 5h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001455,Proximal humerus LCP PHILOS (small dynamic hole) 6h S.S ,Proximal humerus LCP PHILOS (small dynamic hole) 6h S.S ,BO.02.156.06.S,Proximal humerus LCP PHILOS (small dynamic hole) 6h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001457,Proximal humerus LCP PHILOS (small dynamic hole) 7h S.S ,Proximal humerus LCP PHILOS (small dynamic hole) 7h S.S ,BO.02.156.07.S,Proximal humerus LCP PHILOS (small dynamic hole) 7h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001459,Proximal humerus LCP PHILOS (small dynamic hole) 8h S.S ,Proximal humerus LCP PHILOS (small dynamic hole) 8h S.S ,BO.02.156.08.S,Proximal humerus LCP PHILOS (small dynamic hole) 8h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001461,Proximal humerus LCP PHILOS (small dynamic hole) 9h S.S ,Proximal humerus LCP PHILOS (small dynamic hole) 9h S.S ,BO.02.156.09.S,Proximal humerus LCP PHILOS (small dynamic hole) 9h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001444,Proximal humerus LCP PHILOS (small dynamic hole) 10h S.S ,Proximal humerus LCP PHILOS (small dynamic hole) 10h S.S ,BO.02.156.10.S,Proximal humerus LCP PHILOS (small dynamic hole) 10h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001446,Proximal humerus LCP PHILOS (small dynamic hole) 12h S.S ,Proximal humerus LCP PHILOS (small dynamic hole) 12h S.S ,BO.02.156.12.S,Proximal humerus LCP PHILOS (small dynamic hole) 12h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001448,Proximal humerus LCP PHILOS (small dynamic hole) 13h S.S ,Proximal humerus LCP PHILOS (small dynamic hole) 13h S.S ,BO.02.156.13.S,Proximal humerus LCP PHILOS (small dynamic hole) 13h S.S ,Plates,Հատ,Без НДС,հատ,9021
00-00001486,T Buttress LCP 4h S.S,T Buttress LCP 4h S.S,B01.262.4.S,T Buttress LCP 4h S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001487,T Buttress LCP 5h S.S,T Buttress LCP 5h S.S,B01.262.5.S,T Buttress LCP 5h S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001488,T Buttress LCP 6h S.S,T Buttress LCP 6h S.S,B01.262.6.S,T Buttress LCP 6h S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001489,T Buttress LCP 7h S.S,T Buttress LCP 7h S.S,B01.262.7.S,T Buttress LCP 7h S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001490,T Buttress LCP 8h S.S,T Buttress LCP 8h S.S,B01.262.8.S,T Buttress LCP 8h S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001491,T Buttress LCP 9h S.S,T Buttress LCP 9h S.S,B01.262.9.S,T Buttress LCP 9h S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001485,T Buttress LCP 10h S.S,T Buttress LCP 10h S.S,B01.262.10.S,T Buttress LCP 10h S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001206,Distal Femur LCP 6.5mm 5h R S.S,Distal Femur LCP 6.5mm 5h R S.S,BO.163.R.05.S,Distal Femur LCP 6.5mm 5h R S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001208,Distal Femur LCP 6.5mm 7h R S.S,Distal Femur LCP 6.5mm 7h R S.S,BO.163.R.07.S,Distal Femur LCP 6.5mm 7h R S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001211,Distal Femur LCP 6.5mm 9h R S.S,Distal Femur LCP 6.5mm 9h R S.S,BO.163.R.09.S,Distal Femur LCP 6.5mm 9h R S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001201,Distal Femur LCP 6.5mm 11 R S.S,Distal Femur LCP 6.5mm 11 R S.S,BO.163.R.11.S,Distal Femur LCP 6.5mm 11 R S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001204,Distal Femur LCP 6.5mm 13 R S.S,Distal Femur LCP 6.5mm 13 R S.S,BO.163.R.13.S,Distal Femur LCP 6.5mm 13 R S.S,Plates,Հատ,Без НДС,հատ,9021
00-00001297,"Locking screw 3.5mm,12mm S.S.","Locking screw 3.5mm,12mm S.S.",BO.168.12.S,"Locking screw 3.5mm,12mm S.S.",Screws,Հատ,Без НДС,հատ,9021
00-00001298,"Locking screw 3.5mm,14mm S.S.","Locking screw 3.5mm,14mm S.S.",BO.168.14.S,"Locking screw 3.5mm,14mm S.S.",Screws,Հատ,Без НДС,հատ,9021
00-00001299,"Locking screw 3.5mm,16mm S.S.","Locking screw 3.5mm,16mm S.S.",BO.168.16.S,"Locking screw 3.5mm,16mm S.S.",Screws,Հատ,Без НДС,հատ,9021
00-00001300,"Locking screw 3.5mm,18mm S.S.","Locking screw 3.5mm,18mm S.S.",BO.168.18.S,"Locking screw 3.5mm,18mm S.S.",Screws,Հատ,Без НДС,հատ,9021
