code_1c,sku_ref,description,group,item_type,uom,suggested_tracking,risk_level,needs_user_review,reason,flags,approved_tracking,user_note
00-00002362,121105161515,"Titanium Mesh, Rectangular shaped, Thickness 0.6mm (HS9021108004) 150*150*0.6mm",World Surgery,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002363,121103161010,"Titanium Mesh, Y shaped, Thickness 0.6mm (HS9021108004) 100*100*0.6mm",World Surgery,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002364,121103161515,"Titanium Mesh, Y shaped, Thickness 0.6mm (HS9021108004) 150*150*0.6mm",World Surgery,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002365,121103161818,"Titanium Mesh, Y shaped, Thickness 0.6mm (HS9021108004) 180*180*0.6mm",World Surgery,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002344,2A2220211506,"KALEIDO 1.5mm Screw, self-drilling, 6mm (HS9021108004) Ф1.5*6.0mm",World Surgery,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002352,2A1113020602,"KALEIDO NEURO Straight Plate, 3.2*15.2mm, Thickness 0.6mm, 2 Holes (HS9021108004)",World Surgery,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002367,BO.135.04.Ti,Ti Pedical HOOK,BOMBAY,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002368,40304.5.0.35,"ZMD.Broken-type Multi-Axial U-shaped Screws 5.0*35mm,Ti",Zimede,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002369,40304.6.5.45,"ZMD.Broken-type Multi-Axial U-shaped Screws 6.5*45mm,Ti",Zimede,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002370,40304.5.5.45,"ZMD.Broken-type Multi-Axial U-shaped Screws 5.5*45mm,Ti",Zimede,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002371,40304.5.5.40,"ZMD, Broken-type Multi-Axial U-shaped Screws, 5.5mm*40mm, Ti",Zimede,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002372,40304.5.0.40,"ZMD, Broken-type Multi-Axial U-shaped Screws, 5.0mm*40mm, Ti",Zimede,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002373,BO.145.12.90.T,BOM.ECO CAGE DIA. 12mm length 90mm,BOMBAY,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002374,BO.145.14.90.T,BOM.ECO CAGE DIA. 14mm length 90mm,BOMBAY,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002375,8501.12.100,Mesh Cage 12*100,Gather,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002376,8501.14.100,Mesh Cage 14*100,Gather,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002377,8501.12.90,Mesh Cage 12*90,Gather,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002378,BOI.139.130.03.S,"BOMBAY, DHS plate 130degree, 3 hole, S.S.,",Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002379,BOI.141.04.S,"BOMBAY, DCS plate 95degree, 4 hole, S.S",Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002380,BOI.205.08.S,"BOMBAY, Straight Pelvic Reconstruction plate 3.5mm 8 hole, S.S",Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002381,BOI.205.10.S,"BOMBAY, Straight Pelvic Reconstruction plate 3.5mm 10 hole, S.S",Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002382,BOI.206.20.S,"BOMBAY, Straight Pelvic Reconstruction plate 3.5mm 20 hole, S.S",Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002383,BO.06.710.25.S,"BOMBAY, CAP FOR (SY) FEMUR NAIL",Femoral nail,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002384,BO.06.710.25.T,"BOMBAY, TI CAP FOR (SY) FEMUR NAIL",Femoral nail,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002385,BOI.217.5.0.T,"BOMBAY, TI ANCHOR SUTURE DIA. 5.0MM",BOMBAY,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002386,BOI.01.217.5.0.T,"BOMBAY, TI ANCHOR SUTURE WITH LOOP DIA. 5.0MM",BOMBAY,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00002387,BO.168.56.S,"Locking screw 3.5mm,56mm S.S.",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002388,BOI.216.13.T,"BOMBAY, TI WASHER FOR CANCELLOUS SCREW DIA. 13MM",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002389,BOI.216.07.T,"BOMBAY, WASHER FOR CANCELLOUS SCREW DIA. 7.0MM",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002390,BO.0201.12.I,"BOMBAY, 3.5MM DEPTH GAUGE",BOMBAY,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002391,BO.0201.13.I,"BOMBAY, 4.5MM DEPTH GAUGE",BOMBAY,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002392,BOI.103.16.T,"Cortex screw 3.5mm,16mm Ti",Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002393,BOI.216.07.S,"BOMBAY, WASHER FOR CANCELLOUS SCREW DIA. 7.0MM S.S",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002394,BOI.216.13.S,"BOMBAY,  WASHER FOR CANCELLOUS SCREW DIA. 13MM",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002396,RES0812101J15L,RENOVA SPINE™ KYPHOPLASTY KIT 8G CLASSIC,BPB,Ժամկետով ապրանքներ,հատ,REF_ONLY,HIGH,YES,Set/kit/instrument/tool is non-sterile; verify because item also looks expiry/sterile,NON_STERILE_TOOLING,,
00-00002397,KRVT1112200CBP-A,VERTEBROPLASTIC™ 11G X 12CM BEVEL STERILE DM1-1330102,BPB,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00002400,M30230A.6H.S,"ZMD, Straight Bone Plate for Metacarpal 6 Holes",Metacarpal,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002401,M30231A.4H.S,"ZMD, T-Plate for Metacarpal 4 holes",Metacarpal,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002402,M30231A.5H.S,"ZMD, T-Plate for Metacarpal 5 holes",Metacarpal,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002407,8213.0804,Straight Locking Plate  2.0mm Phalanx Locking plate 4 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002408,8213.0805,Straight Locking Plate  2.0mm Phalanx Locking plate 5 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002409,8213.0806,Straight Locking Plate  2.0mm Phalanx Locking plate 6 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002412,8213.1005,T Locking Plate (2 Holes) 2.0mm Phalanx Locking plate 5 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002413,8213.1006,T Locking Plate (2 Holes) 2.0mm Phalanx Locking plate 6 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002414,8213.1007,T Locking Plate (2 Holes) 2.0mm Phalanx Locking plate 7 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002415,8213.1008,T Locking Plate (2 Holes) 2.0mm Phalanx Locking plate 8 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002405,20311.R.3H.T,L Locking Plate 2.7mm Phalanx Locking plate Right 3 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002406,20311.R.4H.T,L Locking Plate 2.7mm Phalanx Locking plate Right 4 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002403,20311.L.3H.T,L Locking Plate 2.7mm Phalanx Locking plate Left 3 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002404,20311.L.4H.T,L Locking Plate 2.7mm Phalanx Locking plate Left 4 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002411,8213.1405,Straight Locking Plate 2.4mm 5 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002410,8213.1406,Straight Locking Plate 2.4mm 6 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002416,8213.1603,T Locking Plate (2 Holes) 2.4mm 3 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002417,8213.1605,T Locking Plate (2 Holes) 2.4mm 5 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002418,8213.1607,T Locking Plate (2 Holes) 2.4mm 7 Holes,ZMD Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002419,1204.2412,Cortex screw 2.4*12mm T,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002420,1204.2414,Cortex screw 2.4*14mm T,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002421,1204.2416,Cortex screw 2.4*16mm T,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002422,1204.2418,Cortex screw 2.4*18mm,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002423,1204.2420,Cortex screw 2.4*20mm,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002700,2204.2412,Locking Screw 2.4*12mm,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002424,2204.2414,Locking Screw 2.4*14mm,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002425,2204.2416,Locking Screw 2.4*16mm,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002426,2204.2418,Locking Screw 2.4*18mm,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002427,2204.2420,Locking Screw 2.4*20mm,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002461,3245452610,"Laminoplasty Plate, T-shaped, narrow mouth  10mm",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002430,3246702606,"2.6mm Cortex Screw for Laminoplasty Plate, torxdrive, self-drilling  8mm",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002463,3010290003,"Pediatric Hip Locking Plate 3.5, 110 (Small) 3 holes",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002462,3010300003,"Pediatric Hip Locking Plate 3.5, 110 (Large)  3 holes",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002464,3010310003,"Pediatric Hip Locking Plate 3.5, 120 3 holes",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002434,3070090010,"3.5mm Locking Screw, torxdrive, self-tapping 14mm",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002429,3070090052,"3.5mm Locking Screw, torxdrive, self-tapping 52mm",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002475,4800100500,"Sleeve for 3,5mm locking screws Double Drill Guide, 2.5/3.5",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Set/kit/instrument/tool is non-sterile,NON_STERILE_TOOLING,,
00-00002474,4950403000,"Screwdriver, torxdrive, T15 Screwdriver, torxdrive, T15",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Set/kit/instrument/tool is non-sterile,NON_STERILE_TOOLING,,
00-00002431,3070080020,"2.7mm Locking Screw, torxdrive, self-tapping, 20mm",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002432,3070080035,"2.7mm Locking Screw, torxdrive, self-tapping, 35mm",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002433,3070080040,"2.7mm Locking Screw, torxdrive, self-tapping, 40mm",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002465,3010460003,Proximal Humeral Locking Plate 3holes,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002454,3010261005,Distal Lateral Tibial Locking Plate LEFT 5holes,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002455,3010261007,Distal Lateral Tibial Locking Plate LEFT 7holes,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002456,3010261009,Distal Lateral Tibial Locking Plate LEFT 9holes,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002453,3010261011,Distal Lateral Tibial Locking Plate LEFT 11holes,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002468,3010051004,Proximal Medial Tibial T-Locking Plate 4 H Left,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002470,3010051006,Proximal Medial Tibial T-Locking Plate 6 H Left,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002472,3010051008,Proximal Medial Tibial T-Locking Plate 8 H Left,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002466,3010051010,Proximal Medial Tibial T-Locking Plate 10 H Left,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002469,3010052004,Proximal Medial Tibial T-Locking Plate 4 H Right,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002471,3010052006,Proximal Medial Tibial T-Locking Plate 6 H Right,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002473,3010052008,Proximal Medial Tibial T-Locking Plate 8 H Right,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002467,3010052010,Proximal Medial Tibial T-Locking Plate 10 H Right,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002498,3081440720,Tarsal Sinus Screw 7mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002499,3081440821,Tarsal Sinus Screw 8mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002500,3081450920,Tarsal Sinus Screw 9mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002497,3081451021,Tarsal Sinus Screw 10mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002496,4803200001,Suprapatellar Tibial Nail Instrument Set,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,Set/kit/instrument/tool is non-sterile,NON_STERILE_TOOLING,,
00-00002483,3050500260,Suprapatellar Tibial Nail 8*260mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002484,3050500280,Suprapatellar Tibial Nail 8*280mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002485,3050500300,Suprapatellar Tibial Nail 8*300mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002486,3050500320,Suprapatellar Tibial Nail 8*320mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002487,3050500340,Suprapatellar Tibial Nail 8*340mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002488,3050500360,Suprapatellar Tibial Nail 8*360mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002489,3050510240,Suprapatellar Tibial Nail 9*240mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002490,3050510260,Suprapatellar Tibial Nail 9*260mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002491,3050510280,Suprapatellar Tibial Nail 9*280mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002492,3050510300,Suprapatellar Tibial Nail 9*300mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002493,3050510320,Suprapatellar Tibial Nail 9*320mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002494,3050510340,Suprapatellar Tibial Nail 9*340mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002495,3050510360,Suprapatellar Tibial Nail 9*360mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002476,3050520240,Suprapatellar Tibial Nail 10*240mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002477,3050520260,Suprapatellar Tibial Nail 10*260mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002478,3050520280,Suprapatellar Tibial Nail 10*280mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002479,3050520300,Suprapatellar Tibial Nail 10*300mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002480,3050520320,Suprapatellar Tibial Nail 10*320mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002481,3050520340,Suprapatellar Tibial Nail 10*340mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002482,3050520360,Suprapatellar Tibial Nail 10*360mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002443,3050550034,"5.0mm Locking Screw for Suprapatellar Tibial Nail 5,0x34",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002444,3050550038,"5.0mm Locking Screw for Suprapatellar Tibial Nail 5,0x38",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002445,3050550042,"5.0mm Locking Screw for Suprapatellar Tibial Nail 5,0x42",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002446,3050550046,"5.0mm Locking Screw for Suprapatellar Tibial Nail 5,0x46",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002447,3050550050,"5.0mm Locking Screw for Suprapatellar Tibial Nail 5,0x50",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002448,3050550054,"5.0mm Locking Screw for Suprapatellar Tibial Nail 5,0x54",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002449,3050550058,"5.0mm Locking Screw for Suprapatellar Tibial Nail 5,0x58",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002450,3050550062,"5.0mm Locking Screw for Suprapatellar Tibial Nail 5,0x62",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002451,3050550068,"5.0mm Locking Screw for Suprapatellar Tibial Nail 5,0x68",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002452,3050550072,"5.0mm Locking Screw for Suprapatellar Tibial Nail 5,0x72",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002435,3050540032,"4.5mm Locking Screw for Suprapatellar Tibial Nail 4,5x32",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002436,3050540036,"4.5mm Locking Screw for Suprapatellar Tibial Nail 4,5x36",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002437,3050540040,"4.5mm Locking Screw for Suprapatellar Tibial Nail 4,5x40",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002438,3050540044,"4.5mm Locking Screw for Suprapatellar Tibial Nail 4,5x44",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002439,3050540048,"4.5mm Locking Screw for Suprapatellar Tibial Nail 4,5x48",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002440,3050540052,"4.5mm Locking Screw for Suprapatellar Tibial Nail 4,5x52",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002441,3050540054,"4.5mm Locking Screw for Suprapatellar Tibial Nail 4,5x54",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002442,3050540058,"4.5mm Locking Screw for Suprapatellar Tibial Nail 4,5x58",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002457,3050560000,End Cap for Suprapatellar Tibial Nail 0mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002460,3050560005,End Cap for Suprapatellar Tibial Nail 5mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002458,3050560010,End Cap for Suprapatellar Tibial Nail 10mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002459,3050560015,End Cap for Suprapatellar Tibial Nail 15mm,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All nails are non-sterile REF-only,NAIL,,
00-00002501,3010262007,Distal Lateral Tibial Locking Plate RIGHT 7holes,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002502,3010262005,Distal Lateral Tibial Locking Plate RIGHT 5holes,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002503,3010262009,Distal Lateral Tibial Locking Plate RIGHT 9holes,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002504,3010262011,Distal Lateral Tibial Locking Plate RIGHT 11holes,Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002505,3010512060,"FA Calcaneal Locking Plate, small,right",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002506,3010532072,"FA Calcaneal Locking Plate, large,right",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002507,3010621059.L,"FA MIS Calcaneal Locking Plate, medium,left",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002508,3010531072,"FA Calcaneal Locking Plate, large,left",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002509,3010622059,"FA Calcaneal Locking Plate, medium,right",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002510,3010511060,"FA Calcaneal Locking Plate, small,left",Boneunion,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002554,3146-60400,Screw - 6/40,Chunli Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,LOW,NO,Chunli/Permedica/Just screw requires expiry,SCREW;STERILE_SCREW_BRAND,,
00-00002555,3514-02080,Femoral Stem-BC4 8,Chunli Hip,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
